question,correct_answer,generated_answer,confidence_score,execution_log,total_tokens,evaluation_gpt-5
Which Eastenders character had a dog called Willy?,Ethel Skinner,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
Steve Martin and which other actor hosted the 2010 Academy Awards?,Alec Baldwin,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
What US sitcom was the first exported to Britain?,amos andy,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
"On the London Underground, which is the only line to connect at some point with every other line on the system?",Fleet Line,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
Josiah Tulkinghorn is Sir Lester Dedlock’s lawyer in which novel by Charles Dickens?,Bleakhouse,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
"In May 1999, after over 20 years of restoration work, which painting by Leonardo da Vinci was placed back on display in Milan?",Supper last,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
Which British swimmer won Olympic Gold Medals in 2008 in the 400 and 800 m freestyle?,Becky Adlington,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
Which author wrote ‘I came form Des Moines. Somebody had to.’ in their book ‘The Lost Continent’?,Bill Bryson,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
Kim Carnes' nine weeks at No 1 with Bette Davis Eyes was interrupted for one week by which song?,stars on 45 song,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
What is the name of the steam locomotive which set the world speed record in July 1938 by reaching 126 mph on the East Coast Mainline  in England?,Mallard,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
For how many years did English monarch King Henry III reign?,56,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
Who played the character Mr Chips in the 2002 TV adaptation of Goodbye Mr Chips,Lucy Aston,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
"In 1998, which director's Oscar acceptance speech included the line I'm king of the world?",James cameron,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
"Used in mathematics, what is the value of Pi to three decimal places?",3.142,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
Who beat Tim Henman in his first Wimbledon singles semifinal?,Sampras,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
"As at March 2001, who holds the record for scoring the most league goals for the soccer team Arsenal?",Mr Wright,Error: Could not decode Stage 1.,,"{""error"": ""Expecting value: line 1 column 1 (char 0)"", ""raw_output"": ""Scoring Output: Error: Error code: 429 - {'error': {'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, read the docs: https://platform.openai.com/docs/guides/error-codes/api-errors.', 'type': 'insufficient_quota', 'param': None, 'code': 'insufficient_quota'}}\nSelection Output: ""}",{},"{""task_success"": {""is_correct"": false, ""is_catastrophic_failure"": true, ""reasoning"": ""Failed to parse judge response.""}, ""strategy_quality"": {}, ""decision_rationality"": {}}"
